,name,star,rating,platforms,n_ratings,genres,content,img
0,塞尔达传说 旷野之息 - 英杰们的诗篇 ゼルダの伝説 ブレス オブ ザ ワイルド 英傑たちの詩,50,9.7,Nintendo Switch,2931,游戏 / 冒险 / 动作,这天夜里终于打穿了英杰之诗，见到久违的Mipha，骑上心爱的摩托，久久不能平静。再一次站在初始台地，远眺这片旷野，听了又听公主的呼唤。,https://img1.doubanio.com/lpic/s29663617.jpg
1,双人成行 It Takes Two,50,9.7,PC / PS4 / Xbox One / PS5 / XSX,21282,游戏 / 冒险 / 动作,我死了我死了我死了你别死！！好我活了你可以死了,https://img2.doubanio.com/lpic/s33857713.jpg
2,巫师3：狂猎 石之心 The Witcher 3: Wild Hunt - Hearts of Stone,50,9.7,PC / PS4 / Xbox One / Nintendo Switch / PS5 / XSX,8767,游戏 / 角色扮演 / 冒险,dlc里面叙事的神，感觉故事性比血与酒还好,https://img2.doubanio.com/lpic/s28307313.jpg
3,巫师3：狂猎 血与酒 The Witcher 3: Wild Hunt - Blood and Wine,50,9.7,PC / PS4 / Xbox One / Nintendo Switch / PS5 / XSX,9912,游戏 / 角色扮演 / 冒险 / 动作,请购买steam正版吧，你会发现cdp公司需要玩家的支持，而他们的定价之低，游戏耐玩度精致度之高，根本就太不对劲了。,https://img1.doubanio.com/lpic/s29296639.jpg
4,侠盗猎车手5 Grand Theft Auto V,50,9.7,PC / PS4 / Xbox One / PS3 / Xbox 360 / PS5 / XSX,2009,游戏 / 冒险 / 动作,想封这个游戏的，你一天会忘记成千上万件事，何不把这一件也忘了？,https://img2.doubanio.com/lpic/s34234833.jpg
5,最后生还者 第一部 The Last of Us Part I,50,9.7,PC / PS5,122,游戏 / 冒险 / 动作,本人没有参与过制作的游戏，值得一玩,https://img1.doubanio.com/lpic/s34239307.jpg
6,半衰期：爱莉克斯 Half-Life: Alyx,50,9.7,PC / Steam VR / Valve Index / HTC Vive / Oculus Rift / Oculus Quest,717,游戏 / 第一人称射击 / 射击 / 冒险 / 动作,人类的未来就是这样了：戴着VR，喝着营养液维持生理机能运转，全员沉浸虚拟现实，高度social distancing,https://img2.doubanio.com/lpic/s33602432.jpg
7,锈湖：根源 Rusty Lake: Roots,50,9.7,PC / Mac / iPhone / iPad / Android,9055,游戏 / 益智 / 冒险,从晚上7点多玩到凌晨12点半，不靠攻略只靠两个女大学生的大脑，成功通关。,https://img1.doubanio.com/lpic/s29558859.jpg
8,荒野大镖客：救赎2 Red Dead Redemption 2,50,9.7,PC / PS4 / Xbox One / PS5 / XSX,25618,游戏 / 冒险 / 动作,兄弟们，这是我们这个时代最伟大的游戏。,https://img9.doubanio.com/lpic/s29104824.jpg
9,逆转裁判3 逆転裁判3,50,9.7,NDS / GBA,4673,游戏 / 文字冒险 / 冒险,"老实讲2、3两个案子质量不高，像买一赠一里的赠品，又或许1,4,5的光芒太甚。逆3靠鞭尸姐姐和血祭姐夫把系列送上神坛的同时，也让续作难有退路。千奈美作为最敬业的反派，真乃业界标杆👍对别人狠，对自己更狠，能动手绝不废话，不洗白，不甩锅原生家庭，一个纯粹的boss。",https://img1.doubanio.com/lpic/s29355068.jpg
10,宇宙机器人 无线控制器使用指南 Astro's Playroom,50,9.7,PS5,1776,游戏 / 益智 / 冒险 / 动作,翻译翻译，什么叫他妈的企业文化！,https://img1.doubanio.com/lpic/s33912727.jpg
11,以撒的燔祭：忏悔 The Binding of Isaac: Repentance,50,9.6,PC,300,游戏 / 冒险 / 动作,让玩家对于购买dlc这一行为感到忏悔（x,https://img9.doubanio.com/lpic/s33866106.jpg
12,方块逃脱：悖论 Cube Escape: Paradox,50,9.6,PC / Mac / iPhone / iPad / Android,6362,游戏 / 益智 / 冒险,年纪越大胆子越小了……点击锁孔的时候几乎把手机拿到了臂长的极致距离,https://img9.doubanio.com/lpic/s29874366.jpg
13,仙剑奇侠传98柔情篇,50,9.6,PC / Android,4955,游戏 / 角色扮演 / 冒险,2000年第一次在网吧看见有个男孩见了女孩的裸体后就能名正言顺地娶她后，一直为这件事诧异不已。。。,https://img9.doubanio.com/lpic/s28049804.jpg
14,隐形守护者,50,9.6,PC / Mac / iPhone / iPad / Android,30708,游戏 / 文字冒险 / 冒险,这个电影游戏让大家接受的爱国主义教育比横店打一年鬼子都多！,https://img2.doubanio.com/lpic/s29986331.jpg
15,宝可梦 银 ポケットモンスター 銀,50,9.6,GB,1441,游戏 / 角色扮演 / 冒险,"心中最棒的口袋妖怪（还是不习惯叫宝可梦）正统之作，也是我的PM入坑之作，写一万字心得都不为过的那种。还记得第一次发现通关之后，还有另外一个关东世界等我去冒险的那种前所未有的不可思议心情，从这作以后再也体会不到了。
和RED在白金山上的最高对决，愤怒湖的红色暴鲤龙，黄金市的道馆，肥大使用势拳……林林总总，都将成为伴随我一生的美好记忆。",https://img2.doubanio.com/lpic/s28394081.jpg
16,幽灵诡计 ゴーストトリック,50,9.6,iPhone / iPad / NDS,3244,游戏 / 冒险 / 益智,"真是鬼斧神工的剧本，和石头门的结局有着异曲同工之妙。不同的事，巧舟居然把一二三周目的故事全部安排进了我们的第一视角里，而且合乎逻辑。

自古悲剧出神作，但为什么这样的大团圆结局是每个人愿意去看到，并且为之拍手叫好的？
因为我们知道此刻的相逢，是千千万万个奇迹的汇流，是每个向善的灵魂奋战的结果。

神作。",https://img1.doubanio.com/lpic/s29790279.jpg
17,黑暗之魂3：薪火消逝 Dark Souls III: The Fire Fades Edition,50,9.6,PC / PS4 / Xbox One,998,游戏 / 角色扮演 / 冒险 / 动作,"我真的太喜欢这个游戏了，这游戏并不歧视手残，只是需要你的心态，冷静冷静，然后挑战自己。
在死了100次之后第101次尝试击杀无名王者，boss低血量反杀我已经四五次了，这次在他剩最后1%血的时候我的手开始抖了，能听见自己心跳，这种感觉棒极了",https://img1.doubanio.com/lpic/s30026029.jpg
18,画中世界 Gorogoa,50,9.6,PC / Mac / iPhone / iPad / Android / PS4 / Xbox One / Nintendo Switch,11303,游戏 / 冒险 / 益智,只因童年时不经意的一瞥，在心里留下了深深烙印，你便成了所要追寻的全部意义，从此便义无反顾。在莽莽森林虔诚侍奉、在高山雪域攀登洗礼、在沙漠异域孤独遍路，用尽一生的时间在空旷无尽的远方苦苦追寻，可经历的仍只是一无所获的虚无、苦难。直到垂垂老矣万念俱灰，在生命的尽头最后一次回望这茫茫的一生，突然发现你的每一个碎片其实都散落在意识的深处，当从回忆中将他们拼接汇合时，你终于显现在面前，那耀眼的光芒照亮了这生命走过的所有时间。,https://img2.doubanio.com/lpic/s29659462.jpg
19,最后生还者 The Last of Us,50,9.6,PS3,7406,游戏 / 射击 / 冒险 / 动作,"当末日到来时，它在不断的考验人性，爱恨情仇是永远不变的主题。创作者在不断的思考探索人类在极端条件下的复杂性，在这款游戏中的探索是成功的，人性本就是多种复杂情绪的结合，也许它有着极强的信念，却也有着一击便破的脆弱感。无论是否理解大叔与小萝莉的这段旅程，它都将深深烙在每一位最后生还者的印象中。

最后生还者，生还者不是人类，而是爱与希望。
",https://img1.doubanio.com/lpic/s28313317.jpg
0,星际拓荒 Outer Wilds,50,9.6,PC / PS4 / Xbox One / Nintendo Switch,1432,游戏 / 冒险 / 动作,我曾见过你们人类难以置信的景象：灰烬星的沙砾向余烬星流淌；悬空城屹立于碎空星的黑洞旁；飞船和宇航员在荆棘与安康鱼的包围中搁浅；太阳站沐浴在超新星的光芒中。我在闯入者彗星的冰川中等待下一个近日点；我在量子卫星的第六个位置与挪麦人交谈；我一遍又一遍地经历循环只想了解宇宙的秘密。我见过那些奇景，我度过那些历险，但我最爱的事还是在篝火旁与我的朋友们一起演奏，烤一串棉花糖。朝闻道，夕死可矣。我们是如此渺小，如此无知。我们的身体如此脆弱，我们的生命如此短暂。但我们依旧可以依偎着簇拥在篝火旁，贡献出那一句诗，那一段旋律。《星际拓荒》满足了我对科幻游戏的全部想象，不知道什么时候还能玩到如此令人震撼、让人想流泪的游戏。,https://img1.doubanio.com/lpic/s28044347.jpg
1,大航海时代4威力加强版 大航海時代IV PORTO ESTADO with パワーアップキット,50,9.6,PC / Nintendo Switch,372,游戏 / 角色扮演 / 冒险 / 策略,当你穿过加勒比海和到达好望角的时候，你才开始这次游戏。,https://img3.doubanio.com/lpic/s33809270.jpg
2,纪念碑谷 Monument Valley,50,9.6,PC / iPhone / iPad / Android,33706,游戏 / 益智 / 冒险,看到有些用户说纪念碑谷是抄袭无限回廊 只想说这些人根本没看过纪念碑谷的设计师厚厚的手稿和背后做过的视觉研究 别人的一番心血花了那么长时间 你只用两秒钟找了个视觉相似的产品立即判定为抄袭 我只能说豆瓣上确实不少粗鄙却自以为是的所谓文青,https://img9.doubanio.com/lpic/s28384635.jpg
3,仙剑奇侠传 仙劍奇俠傳,50,9.6,PC / iPhone / iPad / SS/世嘉土星,15930,游戏 / 角色扮演 / 冒险,啥也别说了，因为它疯狂上百度仙剑奇侠传吧，结果找到个媳妇儿，现在娃都一岁多了。。,https://img1.doubanio.com/lpic/s29225757.jpg
4,我的世界：地球 Minecraft Earth,50,9.6,iPhone / iPad / Android,28,游戏 / 大型多人在线 / 模拟 / 冒险 / 动作,"Minecraft仍是Minecraft，Earth已经不仅仅是Earth了
低配版的模拟人生已经入侵现实生活了~",https://img2.doubanio.com/lpic/s33527641.jpg
5,星际拓荒：眼之回响  Outer Wilds：Echoes of the Eye,50,9.6,PC / PS4 / Xbox One,176,游戏 / 冒险,准备好去受苦，然后接受苦难的无意义。其实眼之回响并没有给本篇玩家表面想要的东西，而是将某种更深层次的东西从意识的深海中捞起，那是在对未知的探索中我们所一直逃避的、却又必须经历的基本精神体验——恐惧。终于我还是直面了恐惧，没走捷径地结束了这趟漫长的旅程：接受了恐惧本身就是这个资料片的不可或缺的一环，又或许是为了将这份恐惧永恒地铭刻，为了不能忘却的黑暗与幽火的回忆，我想这绝对是一段深刻的经历，虽然我一次次地被吹熄手中的灯而陷入黑暗，即使我本可以在现实中用各种方法逃避而不去让自己遭受无意义的心悸与害怕，但看到结局后我依然庆幸自己走到了最后，就算谜题落入了传统解谜的窠臼，就算这依然不是我最想见证的结局也无妨，因为我只是再度确信了，星际拓荒最为魅力和诗意的地方永远是探险的形式与过程，我爱着并恨着它。,https://img2.doubanio.com/lpic/s34010691.jpg
6,荒原狼：X生物计划 Steppenwolf: The X-Creatures Project,50,9.6,PC,97,游戏 / 益智 / 冒险 / 动作,男主和米勒山庄的男主堪称童年两大男神,https://img2.doubanio.com/lpic/s28487193.jpg
7,巫师3：狂猎 The Witcher 3: Wild Hunt,50,9.6,PC / PS4 / Xbox One / Nintendo Switch / PS5 / XSX,31240,游戏 / 卡牌 / 角色扮演 / 冒险 / 动作,"7月4日 新开这本日记，也为了督促自己精进剑术，狩猎怪物。先要去宰了林子里的水鬼。
7月13日 打牌。
7月14日 打桩。
7月15日 和前任调情。
7月16日 杰洛特啊杰洛特！你怎么如此堕落！女儿还在被狂猎追杀你都忘了吗？不能再这样下去了！
7月17日 打牌。",https://img2.doubanio.com/lpic/s28081091.jpg
8,最后生还者 重制版 The Last of Us Remastered,50,9.5,PS4 / PS5,13280,游戏 / 冒险 / 动作,为什么说它是最好的游戏剧本，而不是最好的剧本……因为这个故事真的是需要亲身游玩体验一遍之后，才能切身体会到这个结尾。这个游戏做得最好的地方，并不是结尾的处理方式，而是真正做到了让玩家体验到了陪伴为何物，让玩家切身感受到二人关系的逐步进展，而这种感觉是影视语言永远无法做到的……,https://img1.doubanio.com/lpic/s27285107.jpg
9,细胞神曲　-Cell of Empireo- 細胞神曲　-Cell of Enpireo-,50,9.5,PC,151,游戏 / 角色扮演 / 冒险,对主角自我认知探索的部分描写和演出都非常出色，S点主角在分叉长路从头开始认知自己认识的每一个人那段真的非常绝：不要温柔的欺骗自己；但也没有那么糟糕。S点最后主角哭泣的捶地实在让人非常难过……解密因子都完备了，唯有爱不够，理智的所有人无法得到一个真正快乐的结局……我喜欢的细节有：嘉纳的遗书和甜甜圈，诺亚的粉色房间和积满尘埃的化妆镜，美丽而慈悲的名字，“丽君”，信浓的笑眼，耶稣人们仰望喜悦，公园游乐园亮晶晶闪动的蓝色水面，白蔷薇，紫苑，葡萄。从E到S+漫长而痛苦，但是大家都在的游乐园上方青蓝天空真的太美丽了！非常感谢！我享受神之爱。,https://img9.doubanio.com/lpic/s33446124.jpg
10,超级马力欧：奥德赛 スーパーマリオ オデッセイ,50,9.5,Nintendo Switch,20787,游戏 / 冒险 / 动作,想自杀，回到存档点，从悬崖上跳下去，结果惊奇的发现了一个地底森林！！我就知道这游戏必须满分。,https://img1.doubanio.com/lpic/s29543798.jpg
11,黑暗之魂3：环印城 Dark Soul III: The Ringed City,50,9.5,PC / PS4 / Xbox One,1379,游戏 / 角色扮演 / 冒险 / 动作,无限猴子定理：如果让无数只猴子在电脑前随机地滚键盘，那么在无限的时间跨度里，总有一只可以通关黑魂3火灭版。灰烬大人，您真的是只特别的猴子呢。,https://img1.doubanio.com/lpic/s29582119.jpg
12,梅卡尼卡——兔子和水星的巴拉德 MECHANICA——うさぎと水星のバラッド,50,9.5,PC / Mac / Linux,6,游戏 / 音乐/旋律 / 角色扮演 / 冒险,在玩了,https://img2.doubanio.com/lpic/s33632633.jpg
13,深入 Inside,50,9.5,PC / Mac / iPhone / iPad / Android / PS4 / Xbox One / Nintendo Switch,13144,游戏 / 横版过关 / 冒险,我真的好难过、好难过。每次被敌人抓到、被恶狗吃掉、被水鬼撕扯、被炸碎、被击毙时我都心痛，你一直在拼了命地游、拼了命地跑，当视角变成实验室的玻璃时，当你可以随意进出办公场所时，你真的没有疑惑过自己所处环境的真实性吗？开启水底阀门，“轰”的一声，你暴露在研究人员面前的那瞬间，是最为震撼我的，这是真相被揭开的时刻。雨夜躲在暗处的你，被鱼群和小鸡跟随着的你，与死尸通力合作的你，在潜水艇里忍受死一般的恐惧与孤独的你，只为了活下去而不断奔跑。最后坦然变为异形，越是横冲直撞，越是悲凉而乏力。孩子，我真的好难过，我挽救不了你，我只能让你在洒落阳光的地方多跳跃几次。,https://img2.doubanio.com/lpic/s29619851.jpg
14,宝可梦 绿宝石 ポケットモンスター エメラルド,50,9.5,GBA,3952,游戏 / 角色扮演 / 冒险,后遗症：社恐——每个来找你说话的人都是来找你打架的,https://img1.doubanio.com/lpic/s27275868.jpg
15,逆转裁判 逆転裁判,50,9.5,GBA,7529,游戏 / 文字冒险 / 冒险,逻辑反转还行，但是俩2B少女废话太多，日式动漫和AVG的老毛病了，严重了影响推理和对话体验，这是杀人案调查和死刑辩护，不是游乐园观光，Maya扣一星，Ema扣一星，最后一案中的被告Lana蠢得像母猪，自己非要往火炕里跳，为什么要帮她辩护，判她有罪简直活该,https://img1.doubanio.com/lpic/s26374599.jpg
16,碰碰球历险记 Bounce Tales,50,9.5,Linux,146,游戏 / 冒险 / 动作,"长途客车，初始地目的地我记不起了。大概是从榆树回长春，公路没铺沥青就压着碎石头开，发动机突突的响，没有空调，风从上了霜关不严的窗缝里吹进来。冬天夜里很冷，我爸哈着白气说如果睡着了肯定感冒，他就拿出他那部诺基亚6108，还有姐姐，我们仨轮班玩儿bounce，因为玩太久手会冷。
",https://img2.doubanio.com/lpic/s28063851.jpg
17,逆转裁判2 逆転裁判2,50,9.5,GBA,4328,游戏 / 文字冒险 / 冒险,当法庭全场高呼有罪的时候，当成步堂痛苦地扯着自己的头发时，我揪心无比。作为21世纪初的作品，能给玩家带来如此强烈的共情感，这就是逆转裁判伟大的地方,https://img3.doubanio.com/lpic/s26379780.jpg
18,骑马与砍杀：战团 Mount & Blade: Warband,50,9.5,PC / Mac / PS4 / Xbox One / Linux,3306,游戏 / 角色扮演 / 冒险 / 策略 / 动作,500MB的游戏，500H+的乐趣。😏,https://img1.doubanio.com/lpic/s33831189.jpg
19,一号复制人失忆展 Kid A Mnesia Exhibition,50,9.5,PC / Mac / PS / PS5,530,游戏 / 音乐/旋律 / 模拟 / 冒险,"升天了。跟我专业还是有点相关的，看得出来技术力爆棚 这么烧钱的游戏还是免费的 电台头我真的，哭死😭(反转了 属于是买游戏送专辑了)
个人觉得对于艺术界来说是一种新的思路 把exhibition融合在video game中 对于一款游戏来说少了点交互 对于展览而言门槛又有点高(对设备的要求?我的1660ti感觉勉强顶住了）but对我这种缝合怪来说就是升天了😇 强烈建议电台头的粉丝来体验一下",https://img3.doubanio.com/lpic/s34046090.jpg
0,超级银河战士 スーパーメトロイド,50,9.5,SFC/SNES/超任,327,游戏 / 横版过关 / 射击 / 冒险 / 动作,"《超级密特罗德》是游戏史上的里程碑，是一款近乎完美的游戏，靠一己之力完成了横版探索/解谜/动作游戏的版图。
本作关卡设计堪称2D巅峰，如果自称第二，没有一个游戏敢说第一。
依靠玩家思考的启发性引导方式、新的能力解锁新的区域、遍布全图的隐藏要素、非线性的通关方式、不是必备但优化体验的隐藏技能、可以打破部分关卡流程的进阶操作技巧…这些人们津津乐道的现代游戏设计理念，早在94年就几乎完美定型，启发了无数游戏。
本作画面、美术、氛围放眼今天仍可圈可点。萨姆斯装甲随呼吸浮动的细节、漏电的电线、漂浮的烟雾，游戏诡异且随流程变化的环境无声地讲述剧情，而结尾仅用两个镜头冲击玩家感情的剧本更是本作的升华之处。
《超级密特罗德》是一本游戏设计教科书，是一面镜子，是一座丰碑。
10/10 Legend",https://img1.doubanio.com/lpic/s25980399.jpg
1,大航海时代2 大航海時代II,50,9.5,PC / PS / SS/世嘉土星 / SFC/SNES/超任 / MD/世嘉五代,1097,游戏 / 角色扮演 / 冒险 / 策略,游戏的意义在于好玩。追求画质精细什么的都是舍本逐末……,https://img9.doubanio.com/lpic/s29034826.jpg
2,迷室3 The Room Three,50,9.5,PC / iPhone / iPad / Android,3055,游戏 / 益智 / 角色扮演 / 冒险 / 策略,这游戏到了这部开始有一些细节体现出“哎呀妈呀你这是想吓死爹吗”的惊悚感,https://img1.doubanio.com/lpic/s28282489.jpg
3,塞尔达传说：缩小帽 ゼルダの伝説 ふしぎのぼうし,50,9.5,GBA,2134,游戏 / 角色扮演 / 冒险 / 动作,7MB的游戏里包含了我不看攻略根本搜集不全的内容，本来以为跟梦见岛的时间应该差不多，实际上要长很多，果然GBA上的游戏都是怪物！各种迷宫、解密的设计，达到了让人叹为观止的程度，我果然还是更喜欢这种玩法（荒野之息开了三个档都没坚持到第2个神兽）,https://img1.doubanio.com/lpic/s28398578.jpg
4,黑暗之魂 Dark Souls,50,9.5,PC / PS4 / PS3 / Xbox,3260,游戏 / 角色扮演 / 冒险 / 动作,初代最神奇还是在于场景的惊艳，这才是真正的恶魔城式设计，玩着玩着发现整个罗德兰你都烂熟于心了，最喜欢的还是灰烬湖。很多深层次的东西需要自己体验时才能明白，游戏的精神内核甚至支撑粉丝社走到了今天。终于体验完了粉丝社除了恶魂外的其他主要游戏，排名：只狼＞艾尔登法环＞魂1＞魂3＞血源＞魂2，但即便是魂2也是上乘质量的游戏，可见粉丝社到底有多猛,https://img1.doubanio.com/lpic/s27230838.jpg
5,黑暗之魂3  Dark Souls III,50,9.5,PC / PS4 / Xbox One,10721,游戏 / 角色扮演 / 冒险 / 动作,儿童游戏，简单无脑，怪物画风可爱，地图简单直白，新手体验非常好，缺点是流程短，通关太快,https://img9.doubanio.com/lpic/s29744205.jpg
6,荒野大镖客：救赎 Red Dead Redemption,50,9.5,PS3 / Xbox 360,1829,游戏 / 射击 / 角色扮演 / 冒险 / 动作,重制版 我们要重制版 只要在2030前给我重制版就行（不是）你先专心做gta6吧（我他妈真宽容,https://img1.doubanio.com/lpic/s11168247.jpg
7,艾迪芬奇的记忆 What Remains of Edith Finch,50,9.5,PC / iPhone / iPad / PS4 / Xbox One / Nintendo Switch / PS5 / XSX,14298,游戏 / 冒险,当我以为将秋千荡到天际将是我在这个游戏里最喜欢的想象，我又开始在漫画格子里用拐杖打台球；当我为以镜头为眼睛而感动，我又可以让浴缸里的橡胶玩具像真的青蛙那样跳跃；当我认为操纵风筝卷起野餐的桌椅是最伟大的玩耍，我又成为了lewis，我右手无意识却熟练地在流水线上切鱼头，左手在迷宫里做漫游的国王；当我穿过芬奇的子宫，我也愿意为幻想而死。,https://img2.doubanio.com/lpic/s29435861.jpg
8,精灵与萤火意志 Ori and the Will of the Wisps,50,9.5,PC / Xbox One / Nintendo Switch / XSX,5669,游戏 / 横版过关 / 冒险 / 动作,口口棒，故事口口，2019口口,https://img9.doubanio.com/lpic/s33591314.jpg
9,大航海时代4 大航海時代IV PORTO ESTADO,50,9.5,PC / PSP / NDS / PS,3300,游戏 / 角色扮演 / 冒险 / 策略,这款游戏在我心中有着不可取代的的地位，每隔1-2年必定会重玩一次，甚至是各种私人改编版都玩过不少。这款游戏虽然不是我的地理知识启蒙，但是从玩了这款游戏之后，游历四海了解世界风土人情民俗文化，这也成为了我多年来一直不变的梦想。,https://img3.doubanio.com/lpic/s33447410.jpg
10,盒子世界,50,9.5,浏览器,101,游戏 / 大型多人在线 / 角色扮演 / 冒险,不是拉踩 我真觉得比摩尔庄园好玩 设计美观 而且很适合小孩玩 又不用总是氪金,https://img2.doubanio.com/lpic/s33787962.jpg
11,神界：原罪2 Divinity: Original Sin II,50,9.5,PC / Mac / iPad / PS4 / Xbox One / Nintendo Switch,4820,游戏 / 角色扮演 / 冒险,太好玩了，我口交称赞,https://img2.doubanio.com/lpic/s29603142.jpg
12,最后生还者：遗落 The Last of Us: Left Behind,50,9.4,PS4 / PS3,2406,游戏 / 冒险,“2代的剧情崩坏，从这个DLC就开始了”  热评真会创造笑话,https://img2.doubanio.com/lpic/s29687441.jpg
13,锈湖：旅馆 Rusty Lake Hotel,50,9.4,PC / Mac / iPhone / iPad / Android / Windows Phone,6975,游戏 / 冒险,一款迷人的烹饪小游戏,https://img2.doubanio.com/lpic/s29962243.jpg
14,传送门 Portal,50,9.4,PC / Mac / Android / Linux,4105,游戏 / 第一人称射击 / 益智 / 射击 / 冒险 / 动作,有一个很二逼的炮台，一直说“I‘m different.” 我超级喜欢他，救下了他，带着他走了很久很久，听他BB，然后通过一个安全门的时候他被门清除了。我愣在电脑面前五分钟。,https://img9.doubanio.com/lpic/s29830266.jpg
15,P.T.,50,9.4,PS4,1362,游戏 / 冒险 / 动作,严格地来说只能是看过。比这个demo更可怕的东西是：这个项目被砍掉了。,https://img1.doubanio.com/lpic/s28264428.jpg
16,金庸群侠传,50,9.4,PC,3726,游戏 / 角色扮演 / 冒险,野球拳算是我这辈子对事物非线性发展的启蒙？？？？,https://img2.doubanio.com/lpic/s9120441.jpg
17,骑马与砍杀：潘德的预言 Mount & Blade: Prophesy of Pendor,50,9.4,PC,217,游戏 / 角色扮演 / 冒险 / 策略 / 动作,当初玩这个导致挂了好多门啊。。,https://img9.doubanio.com/lpic/s29300945.jpg
18,玩乐迷踪 Lost in Play,50,9.4,PC / Nintendo Switch,78,游戏 / 横版过关 / 角色扮演 / 冒险,好可爱好有童心❤，散老师玩的也很可爱，有些场景好浪漫,https://img9.doubanio.com/lpic/s34133315.jpg
19,诡镇奇谈卡牌版 Arkham Horror: The Card Game ,50,9.4,PC,92,游戏 / 卡牌 / 冒险,AHLCG从游戏设计的角度来说有太多可圈可点之处，可惜其影响力仅限于桌游圈，从沉浸感、剧本及关卡质量、策略深度、重玩性来看都是毫无疑问的克苏鲁游戏头把交椅。而且这种克系并浮于表面，而是和游戏机制合理的融合在了一起，绝望性的不利环境下对探员性命的取舍，精心制定的计划吃到一个大失败判定的挫败感，在重重危机的压迫下不顾一切的孤注一掷，其依靠游戏机制营造的戏剧性体验才应是克系游戏的精髓。,https://img1.doubanio.com/lpic/s30010957.jpg
0,最终幻想14：苍穹之禁城 Final Fantasy XIV：Heavensward,50,9.4,PC / PS4 / PS3,1208,游戏 / 大型多人在线 / 角色扮演 / 冒险,生是伊修加德人 死是伊修加德魂,https://img2.doubanio.com/lpic/s32329552.jpg
1,我的世界 Minecraft,50,9.4,PC / Mac / iPhone / iPad / Android / PS4 / Xbox One / Wii U / PS3 / Xbox 360 / PSV/PS Vita / 3DS / Nintendo Switch / Linux / Windows Phone,14189,游戏 / 大型多人在线 / 冒险 / 动作,这个评价只针对网易版我的世界，根本不是给人玩的好吧，我从来没有见过一个游戏闪退成这样，我宁可玩迷你💩界也不玩这个乐瑟游戏,https://img2.doubanio.com/lpic/s29688663.jpg
2,健身环大冒险 Ring Fit Adventure,50,9.4,Nintendo Switch,9230,游戏 / 角色扮演 / 冒险 / 体育,“您完全不运动是吗？”,https://img9.doubanio.com/lpic/s33476584.jpg
3,宝可梦 黑 ポケットモンスターブラック,50,9.4,NDS,1617,游戏 / 角色扮演 / 冒险,"按照合众神话，代表理想与现实的两条巨龙在开端处实际上是同一实体。然而，我们并没有按照这一线索，追溯到观念与实在的本原，而是将这一组对立表现在政治活动中。人与宝可梦应当如何相处？革命派认为，人与宝可梦应当是平等的，因此要从人类那里解放全宝可梦。保守派则认为，人与宝可梦的交往能够产生真正的羁绊，双方共处的世界更好。决战中，站在理想之龙一边的革命派似乎被现实完全打动了。革命最终以理想的溃散而完全失败。不过，解放全宝可梦并不意味着人与宝可梦无关地生活；双方共处也并不必须通过技术中介而有主从之分。

此后的宝可梦系列再也没有严肃地探讨这类真正要紧的问题。现在看来，N的失败已经预示着宝可梦的命运。理想与现实最终在这样的神义论中统一了:现实的宝可梦世界已经是最理想的了。因此，我们的未来就是不断复刻。",https://img9.doubanio.com/lpic/s28394036.jpg
4,短途旅行 A Short Hike,50,9.4,PC / Mac / PS4 / Xbox One / Nintendo Switch / Linux,806,游戏 / 冒险,沙滩球打到一百多分了，我，沙滩费德勒！,https://img2.doubanio.com/lpic/s33628123.jpg
5,艾尔登法环 Elden Ring,50,9.4,PC / PS4 / Xbox One / PS5 / XSX,8644,游戏 / 角色扮演 / 冒险 / 动作,我就是感觉大…太大了…太大了…照耀整个世界的参天大树…比山峦还高大的巨龙…庞大到吓人的地图…体量和内容远超FS社之前所有游戏的总和…如果你能明白被巨物所攫住的感觉…那就知道我在说什么…在这份磅礴恢弘面前…其他的缺点已经不再是缺点,https://img9.doubanio.com/lpic/s34054585.jpg
6,时空勇士 LIVE A LIVE,50,9.4,Wii U / SFC/SNES/超任,76,游戏 / 角色扮演 / 冒险 / 策略,SF篇打开2个机关然后我的cube终究没能到达地球，第一次玩就玩出BE。麻烦SE搞个复刻+续作，我肯定买！,https://img2.doubanio.com/lpic/s29264621.jpg
7,奇异人生 Life is Strange,50,9.4,PC / Mac / iPhone / iPad / Android / PS4 / Xbox One / PS3 / Xbox 360 / Linux,14211,游戏 / 冒险 / 动作,我有什么资格牺牲阿卡迪亚湾？当我看到大卫开着刚修好的车来救我，看到越来越坚强的凯特，看到内森最后给我的留言，还有弗兰克和他的狗狗，美丽善良的丹娜和乔伊斯，勇敢暖心的沃伦，外冷内暖的泰勒……这个小镇是有希望的，这个小镇有着很多善良的人们，而他们值得活下去，对不起克洛伊，希望你能与瑞秋再次相遇,https://img2.doubanio.com/lpic/s29600382.jpg
